################################################################
# MalwareBazaar recent malware samples (CSV)                   #
# Last updated: 2025-04-24 10:02:57 UTC                        #
#                                                              #
# Terms Of Use: https://bazaar.abuse.ch/faq/#tos               #
# For questions please contact bazaar [at] abuse.ch            #
################################################################
#
# "first_seen_utc","sha256_hash","md5_hash","sha1_hash","reporter","file_name","file_type_guess","mime_type","signature","clamav","vtpercent","imphash","ssdeep","tlsh"
"2025-04-24 08:41:37", "a9ee870afdcee233f026b7a4efa1d7571abde66db83aa4d9167f426df22aa282", "a8e02469601c36ec1194b1a880f54611", "64c8ca4c1a223b70937b894cc04fdf6c7ffd26ca", "cocaman", "PO-010816-WA0002.zip", "zip", "application/zip", "Formbook", "n/a", "50.75", "n/a", "12288:zKalAcf5j9WmOptIlOOR+siXftYey0WS23pFJd87//qO0EtmV1agEr4rchSUuQnu:zRucGGtIincqEUYA8bnCIXSb", "T1A41533E228865C4CD6380C09A3DDC5FB958DD5F9B7241B25A7EAE36DC1CB971201BBB0"
"2025-04-24 08:34:07", "a781c5d924cfe4a23f441fb96a7301bf988d678e42ca00de2222dd98856e5637", "ced8afc9fe5ee4df82fb13e168f0dbda", "516f1254c32ed0564ad60296da2b21348b411ab1", "abuse_ch", "k4", "elf", "application/x-executable", "n/a", "n/a", "23.81", "n/a", "1536:RonWjurBPvFOHapkofsDqCkYVciF2QtMKiSrZGx91:juds8Rs5kIrZGx91", "T168730946B881AB2AC5C14677FD0F124A33132BBCE3DE73539D201B64779B56B0E3A946"
"2025-04-24 08:34:04", "37a879bd42b2a0a95b33d2e7b9a9bb86d687410f8f739f29fea4dae7c5fe7b3f", "67bbb7faf2dd1e0e9ddbcfb46b57ae8d", "f4bbd4e7033c8cfd8328359ca1c2e11b28531fdd", "abuse_ch", "server", "elf", "application/x-sharedlib", "n/a", "n/a", "0.00", "n/a", "384:jrry5WY4nIEWnGDi+C+GypAtBvSS4zL00MFleUwd5TdAFSjWVxNVUJm:eWYQOwdDjWHgJm", "T176A2B52BA7D3CF39ECC0A77C15974674E2B1BCB0DF35921B920455A66A113C84F2BA86"
"2025-04-24 08:32:24", "92d76de45d33072ac68cbb8bec478169366519a4ee7c9d295fed796886adde26", "7af51d1766cd3e1ebe57924e9441dfe9", "d873c567342787153d5a3232bf9dfb656952e4f5", "SecuriteInfoCom", "SecuriteInfo.com.Win32.MalwareX-gen.12097.1463", "exe", "application/x-dosexec", "SnakeKeylogger", "n/a", "41.18", "f34d5f2d4577ed6d9ceec516c1f5a744", "12288:pewwVl+W15Ud40erpYoR1+3HwBI9oOwdr+l3/22JkJSHfL3GMKY4:pU+1eC3HwBrJdrSuZaKMj", "T138E4014EF766BA65C40D4FBAC613590882F4886BD232FB6E1CED28D11D28785E12FD13"
"2025-04-24 08:32:20", "1b2e84280178b9d250e63db1163bfaba5feff76589ff1f76325b23b64820b2a4", "e7d61dd3fd44c222bdfd15df3a1055c2", "b28f283902120596bf26cf99f42a8b47ffcef896", "SecuriteInfoCom", "SecuriteInfo.com.Win32.MalwareX-gen.28185.27091", "exe", "application/x-dosexec", "Formbook", "n/a", "37.50", "f34d5f2d4577ed6d9ceec516c1f5a744", "12288:qDXuvTjm33b32Jz3nIY3bIaNWHDNK55/K1rDsqIvB/j+2nGEvmhh6CG17Rh:qbyjmHj2Jz3JbIaNWEivcB/jOD6H", "T193157BE03A21B3DECD6DCA31B9599C7542A00D6B7149F6E3D8C92F8731CD2719A08B5E"
"2025-04-24 08:28:45", "8fb11fa0364c17c99805db4165906bf4592c745ec78f665acb830755b2b18567", "faef99998c7c9c09dd0fce05ad9bd3e5", "1743548bef6bc6277d808ded118444b991fd31c9", "cocaman", "2nd Shipment C-Invoice23455pdf.exe", "exe", "application/x-dosexec", "n/a", "n/a", "59.18", "f34d5f2d4577ed6d9ceec516c1f5a744", "12288:/DtsJeTjm33b3vdPa+4hJONVOQ5q/FN7DfgDZkfw6oFBXkhqJnFSax9B5kR:xNjmHjv1uWV8n0gw9lIqGd", "T1AC057AE03A22B3CECD6DCA31B5699CB146A11D277145F6E3D8D92F9731CC2709A08B5E"
"2025-04-24 08:28:38", "37ba8d4ffd19d624f8db84e01233052c8cbcbdcf3a1bc49e6bac996b7eeabebb", "6635c1ef538dbc3ebf930e76f256b825", "1a3a5f881d2b6e1e2dde669ec2d8cbbff435a458", "cocaman", "2nd Shipment C-Invoice23455pdf.r15", "rar", "application/x-rar", "n/a", "n/a", "44.44", "n/a", "12288:BD2Jp6qMRxnMaW82S24dIdZFUmbDR+6X3UJPyQx3AFna7VdZo+:B6XMy82bDXxUJPtOa7VzT", "T15FD423D083A19D33B563C83C4CDB070697EA2B70F644A0B5D5B65922963ECAF475ABC2"
"2025-04-24 08:27:44", "d6290c040192076035f959af2c7e782ecb0296906b60122f51c4c49a0e14c4b2", "9250b645093801ef8ca24d56d00ee952", "40425fc07a9bb71be94d3b2eacc9a3dda229be74", "abuse_ch", "k1", "elf", "application/x-executable", "Mirai", "n/a", "23.81", "n/a", "1536:4ySotY0UBVkTdO1gnBcdmAdFEbs8iu8PENZMO3MNViGqsDC:Him6ariXBC", "T164A3970E2E619FBDF6B9837447B78D35A24823962BE1C181D1ACD9505E603CDF80F7A6"
"2025-04-24 08:22:47", "634f8c7896b5978cf4e56d166c99665db185bb1bbecd2a86e370f4111f1c1a02", "14617c34e5af2871e5cd6696b597d984", "a7a4caacdde842ebabfb3671e111016110bd6507", "abuse_ch", "na", "elf", "application/x-executable", "Prometei", "n/a", "38.10", "n/a", "6144:63fxS1fHETSACF2Gzm5DVvSHrKKRH4SCra+HWMiFbcAOXmb4Dsi6wwcitgl:25WOSACZSV6eKRH5EPiamb4DsDwwcV", "T1D99423F8C83D2E30D8169B3CBB5A826CF0A15772D9562F6AB51AE5732179F1FAC60101"
"2025-04-24 08:18:13", "b86d164b15b84c3bb841d5de1b1ea2f7056b22a6f724b5bc71895723d36484c8", "8cab20f7afea2686865d193bcd416621", "864076be783cc24e727efb03606bda0d0214bea5", "abuse_ch", "na", "elf", "application/x-executable", "Prometei", "n/a", "49.21", "n/a", "12288:qb143S0q+8eXS1/f2Wc3slC3yjTjMv+9XSJhBXEsV3b9gh4J8zMSv7MzOup8Mplz:qmShf4OTjMgXSJhBXEsVrmz9MOup1Kho", "T1DD155B653700EF5EF39DE27108F287E046D125F31AD24296A278C71C6EE161D28AFDE9"
"2025-04-24 08:18:10", "999f78e66820111e0e810b0e78bf7cdc86423b1288f59d9ba7b5b82f74c12871", "3725184e8c9a5bb445fa3a84016200bd", "8bdb1e32bfecabdee8bf21b52a1226b10fee174e", "abuse_ch", "na", "elf", "application/x-executable", "Prometei", "n/a", "37.50", "n/a", "6144:63fxS1fHETSACF2Gzm5DVvSHrKKRH4SCra+HWMiFbcAOXmb4Dsi6wwcitgx:25WOSACZSV6eKRH5EPiamb4DsDwwcB", "T11D9423F8C83D2E30D8169B3CBB5A8268F0A15772D9562F6EB51AF5732179F1FAC60101"
"2025-04-24 08:14:49", "47398f00a7557a3496748655a24cf004ed68c42cc4560235eee82a8f3ea89c35", "b09d0db0492adbaff3ed3b074913e266", "1ac8c24e62df4a8368e22163bc3d62948ed90a7e", "threatcat_ch", "Payment_Advice.exe", "exe", "application/x-dosexec", "Formbook", "n/a", "45.07", "3d95adbf13bbe79dc24dccb401c12091", "24576:stb20pkaCqT5TBWgNQ7aHHmjum/gG22xj+G6A:VVg5tQ7aHHmNR2yt5", "T11D35CF1363DDC361C7B25273BA15B701BEBF782506A5F96B2FD8093DE820162521EA73"
"2025-04-24 08:07:54", "b88499e963614455cbe9c5a5427c240155b1b09eec3ebf4130a682b448b6af2a", "d2b61623324d05afdcb8a6a651154f55", "3fe92a1bcf64d2ecb9e81b852d6eb4c1658818e4", "abuse_ch", "na", "elf", "application/x-executable", "Prometei", "n/a", "49.21", "n/a", "12288:qb143S0q+8eXS1/f2Wc3slC3yjTjMv+9XSJhBXEsV3b9gh4J8zMSv7MzOup8Mpl0:qmShf4OTjMgXSJhBXEsVrmz9MOup1Khb", "T1E3155B653700EF5EF39DE27108F287E046D125F31AD24296A278C71C6EE161D28AFDE9"
"2025-04-24 08:02:59", "64577e6ea2018dd261063a8df9f3f5afff3f6ea38ffb8157774b8710398e31bf", "21cf18667b150c59b4a6266d1d9784be", "f01331987a9d24b6e1a6798f3f3b59f393314e51", "abuse_ch", "hanoi.x86_64", "elf", "application/x-executable", "Mirai", "n/a", "56.67", "n/a", "1536:CWXPvO3yrEYZzvbOHuTVyT2qAeCIgDRjui:5v8uEom6VvqVQtH", "T1A143D816F94281FDC09AC0384AFBB83ADC2539ED1338B6971BA4FE721D61D611B1DD86"
"2025-04-24 07:56:35", "0052d11ec131650f366d1aaaf4f33679ea17888f183fde160521bf83260d9d0b", "11927b0465bf3ca8d74bcf40193dddbf", "d3b60acf69443434262a13290edb79d16c8baeb1", "HeartRipper", "0052d11ec131650f366d1aaaf4f33679ea17888f183fde160521bf83260d9d0b", "macho", "application/x-mach-binary", "n/a", "n/a", "54.69", "n/a", "192:T8ZBvMu4JOSY9bo6CAV3kXzPt1JAZ6oZiRcXr0UKghQSEO5DqzVb9iStWzfDeOSo:T8LN4/Yh/CJLAcEiRcXgqquUJKfDufQ", "T1EA72521D5B04F93AC01E62B1C0FD6B4F6758970D1705EE4A4CF6A8CAFB546B23A056CD"
"2025-04-24 07:52:52", "9ecf138966f0c77d472f98c18c20572a590ad384c4ea99aa65c9c0615465921f", "4d7eb5c906031de6b34cf7a3c6f001a9", "8f000cf1a5bc56eea7d7ab3936da69f3272c0184", "abuse_ch", "hanoi.x86", "elf", "application/x-executable", "Mirai", "n/a", "59.38", "n/a", "768:6cQ7YF4lqmUQ9z4aHUgIUWehqKmoBYXzaQiniSo5cA2cDsklwK+fSSO:6CopHEpeUK8X2ziSoHD7wHK", "T199334B4CF293D5F5E8060434106BFF3BDEB2CAB52260E95BD7DCB9629931603E046A5D"
"2025-04-24 07:52:51", "85b4d85d5d823b982c59221747b180db7dfca1345a9adbf9cce90dea3f271e39", "e2dd50c261bb557c66f42273c539cddc", "39d0e24db4d2cf13db5cd901005d02ea95d00169", "abuse_ch", "na", "elf", "application/x-executable", "Prometei", "n/a", "37.50", "n/a", "6144:63fxS1fHETSACF2Gzm5DVvSHrKKRH4SCra+HWMiFbcAOXmb4Dsi6wwcitgo:25WOSACZSV6eKRH5EPiamb4DsDwwcY", "T1FC9423F8C83D2E3098169B3CBB5A826CF0A15772D9562F6EB51AF5732179F1FAC60101"
"2025-04-24 07:51:29", "988b6080aa7ce8c74cc5cf6910a08a310802b688e3cf9e8da75b48e29542d229", "8f18e2aa757214f05236d018b4bf11d7", "35a441218070c7ba05f6cad1ac7494f10a498df7", "anonymous", "8f18e2aa757214f05236d018b4bf11d7", "exe", "application/x-dosexec", "n/a", "n/a", "65.28", "baa93d47220682c04d92f7797d9224ce", "49152:xZ73lEFSa6g8XhD3PfNSylv1jy92AvXck9FVaI7BUF2gNBX2L/zKiQI:HblEFSa18XhD3PVScv1jy9dsyFVj76Fr", "T112D54BA1B48975CBD4AA17B85827CEA1986C47F80B244DC3E858B8FE7F73CC115B5C29"
"2025-04-24 07:49:43", "ec06ca55bb1ff5e2c51e7756302a11bfc5341b6baa323788d93d646bd84602da", "b0060a766353adebe6deae3e043dfe70", "1270fa5ff80d94fcd7a4c1a980b4b216fd6f7a9e", "lowmal3", "Invio Ordine accompagnatorio n. 20250424-70611 del 04242025 - C.E.F. Srl.exe", "exe", "application/x-dosexec", "AgentTesla", "n/a", "13.89", "57e98d9a5a72c8d7ad8fb7a6a58b3daf", "24576:x3f0pAlAUyWHpZabdCOlnRV80yv3oBhK0CxZcIbtHl1f:Bf0+DbHjzv4B80MTF1f", "T14F4523423478E8EADEA987B00C376466A7707D3D48D13A5EFAFAB78F6131210454EB4D"
"2025-04-24 07:43:00", "cf6f1723e979b3b76a8c7ab8da0e20f9e24014f7a727d078886e0a238bc6a480", "7e1c5af2fd3ea9077898ad9bed4dd3e2", "1cc74d609a73ef8a1d20412f6b11d16df3bb418c", "abuse_ch", "na", "elf", "application/x-executable", "Prometei", "n/a", "48.39", "n/a", "12288:qb143S0q+8eXS1/f2Wc3slC3yjTjMv+9XSJhBXEsV3b9gh4J8zMSv7MzOup8Mplu:qmShf4OTjMgXSJhBXEsVrmz9MOup1Khl", "T15F155B653700EF5EF39DE27108F287E046D125F31AD24296A278C71C6EE161D28AFDE9"
"2025-04-24 07:42:58", "151b9e7ad30c1f61912a070cf72057dbd1569021b39db0b5d725074ee99816a2", "14bff58f92ccd2ee35521dbc59e9ffdd", "0794a9c5aa88132269673f34bf8d9512c07d83c5", "abuse_ch", "na", "elf", "application/x-executable", "Prometei", "n/a", "35.00", "n/a", "6144:63fxS1fHETSACF2Gzm5DVvSHrKKRH4SCra+HWMiFbcAOXmb4Dsi6wwcitgHL:25WOSACZSV6eKRH5EPiamb4DsDwwcXL", "T1D39423F8C83D2E3098169F3CBB5A826CF0A15772D9562B6EB51AF5732179F1FAC60101"
"2025-04-24 07:37:51", "9a3a6949bfc0682dc83a4e62493490cc1da075b437cd3683ed62d2485334e9c7", "ae9dcf36bd3d0237f6cd518f2d4895cd", "da5a8fec4cd134c9c1e3c81ca94f3abc77796f94", "abuse_ch", "sh4", "elf", "application/x-executable", "Mirai", "n/a", "38.71", "n/a", "1536:ejKvZA12b3jrECx9KaVSF7QAqtyKUcCW+brXjHkDNNUf:eGg2/rEEkakKtpRCWiXjH+gf", "T1FCB34873CC29AE5CC668D5B4B0B18FB82B53A961814B1FBE15A6C2749043ECDF6453F8"
"2025-04-24 07:32:54", "45de1df41546a64c148f36de29e0925490a17f06f4a22f395d7b1b59a85c9a70", "aee27d7dbc51484073638df927fef9e2", "db61ff26b9560a350c22082ca6a3de1edaa82ca2", "abuse_ch", "na", "elf", "application/x-executable", "Prometei", "n/a", "38.71", "n/a", "6144:63fxS1fHETSACF2Gzm5DVvSHrKKRH4SCra+HWMiFbcAOXmb4Dsi6wwcitgn:25WOSACZSV6eKRH5EPiamb4DsDwwc3", "T12F9423F8C87D2E30D8169B3CBB1A826CF0A15772D9562B6EB51AF5732179F1FAC60101"
